#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
86000,-35357.731458044815,307.93380371296587,27.041812211852505,0.9812484914068565
87000,-35604.519637974125,313.1116235331867,27.061175811523096,0.9805463599437853
88000,-35492.91615397384,301.0968652330357,27.03926669764704,0.9813408675057315
89000,-35353.66455321509,301.0977545040359,27.51634993099748,0.96432620984719
90000,-35405.166755354934,304.5605338399849,26.76329679215096,0.9914599701173509
91000,-35339.23882943645,297.6406883816571,26.705964824028797,0.9935884216365419
92000,-35268.88278671348,292.2520156044163,27.0076852312353,0.9824883995278301
93000,-35483.7749681781,299.8954000587614,26.88308321788576,0.9870421938854761
94000,-35486.954317778116,297.8028306594811,26.872114760619557,0.9874450773287785
95000,-35530.2810927399,301.7789292617279,26.914748368263226,0.9858809406175414
96000,-35211.29442343104,300.0318926037037,26.760637249130752,0.9915585040356126
97000,-35552.740793508885,304.53239345275773,27.207081160212446,0.9752879142578552
98000,-35373.74854025952,296.3537466089441,26.88243654099716,0.987065937915296
99000,-35224.31223211181,287.5339280663795,27.070653874238012,0.9802030479596122
100000,-35634.90096549821,303.58896360059265,26.78472587015754,0.9906667541201799
101000,-35353.319188742025,293.08596996317254,27.12291896261878,0.9783142247469145
102000,-35529.9674142233,294.5796397476016,26.85297392121982,0.9881489296356647
103000,-35715.38679667929,303.7793330222447,26.94194941601852,0.984885578547311
104000,-35374.25208200433,303.42741476505125,26.999969146226984,0.9827691762935139
105000,-35491.043412814615,311.5184199859139,27.183740907988966,0.9761253069473432
106000,-35418.27881385933,302.6220485986748,26.95247284481955,0.9845010359740681
107000,-35458.33606026016,293.1715788021167,27.45669345680022,0.9664214476348718
108000,-36068.19875042644,303.977119634472,26.753895777700485,0.9918083578655721
109000,-35725.76368772099,294.5688155664407,26.587152641362493,0.9980285514480716
110000,-35630.407899006415,294.6219607606434,26.789120311746338,0.9905042468360928
111000,-35381.42210301111,296.1730663009786,27.117609829023934,0.9785057608354443
112000,-35395.916930614476,309.1848162934221,27.135824035751128,0.9778489646317201
113000,-35291.5854025115,300.4828871585333,27.337419493773023,0.9706379727549604
114000,-35373.12103483011,302.62712814046915,26.995338361786644,0.982937760667195
115000,-35765.81680978445,296.7306647385324,26.51098534800015,1.0008959338732923
116000,-35655.99585872734,303.50169361336043,26.984575464107493,0.9833298090267143
117000,-35795.22036126425,298.8349437421446,26.338333098232248,1.0074569768262487
118000,-35779.17253735379,302.9681096592967,26.944191867871602,0.9848036106597039
119000,-35458.48899014687,307.223535291478,27.062010876773297,0.980516102761674
120000,-35878.72296681482,302.7090741847053,26.756434953829157,0.9917142356063527
121000,-35844.45731750541,304.8792355168104,26.90193601792295,0.9863504775310399
122000,-35175.09603206234,296.3036558933873,26.904737820808194,0.9862477610640662
123000,-35173.98469820191,304.27675822983366,27.21159400674872,0.9751261697939095
124000,-35530.19208858005,302.8779887849452,26.786670979389275,0.9905948170343624
125000,-35534.15441707408,300.1882736496839,26.54994082943376,0.9994273662700927
126000,-35360.76091280463,299.74573078845907,27.122247908586413,0.978338430030623
127000,-35429.74189619231,296.4372065078827,26.445832420777784,1.003361777976788
128000,-35235.696210482885,299.8742556571183,27.356022740546837,0.9699778980830517
129000,-35180.883475857176,305.3873723573167,27.029504818602682,0.9816952850547825
130000,-35720.57405811825,310.74593406096375,26.446943422634863,1.0033196280473675
131000,-35824.87611738863,289.40091849793055,26.894203493718358,0.9866340694560991
132000,-35726.49717435197,302.2090706365728,27.338624404356676,0.9705951932811665
133000,-35226.52259447568,291.73253748960684,27.20510294770996,0.975358832083427
134000,-35428.91410161104,303.5802283566835,26.929326569717276,0.985347233585365
135000,-35281.706777506915,295.4018430742672,26.55841762789047,0.9991083734567899
136000,-35306.3259155906,301.2602676322575,27.27274155414235,0.9729398632370909
137000,-35331.14586420826,299.6439907434306,26.651977141478472,0.9956010879392423
138000,-35485.864888167824,296.5580481071464,26.28186437205825,1.0096215801949873
139000,-35615.699049036135,310.6282987740474,26.970781087372394,0.9838327392828543
140000,-35429.79903250598,293.0380707422231,26.81802749912342,0.9894365809959402
141000,-35368.207970357704,289.66060505747157,27.527058313306373,0.9639510744582936
142000,-35729.783562191384,304.3211871252567,26.95473802222076,0.9844183021149476
143000,-35551.71382353027,296.4081642845446,26.53299611188561,1.0000656286947327
144000,-35234.441749224905,304.0740649653526,26.965445458963007,0.9840274093809913
145000,-35600.90377174504,297.01804973390836,26.939488479344178,0.9849755483714274
146000,-35407.89233476468,301.26636187949293,26.882371216404245,0.9870683365013454
147000,-35487.36087121206,296.5949384865968,26.679896430183206,0.9945592370354481
148000,-35458.88201961003,303.0930631140832,26.83460439510271,0.9888253632175903
149000,-35671.776067798346,297.58204917847814,26.75984960936758,0.9915876892110411
150000,-35320.34951004671,297.9764971637032,27.50373041181312,0.9647686710305616
151000,-35235.55731082664,300.0396330030111,27.114597683120962,0.978614462507989
152000,-35642.716853229154,303.32397790632876,27.11684701463907,0.9785332868331987
153000,-35328.36588458289,307.7885041364001,26.980810301920847,0.9834670323410818
154000,-35626.13216900345,309.0198288019789,26.567158817276344,0.9987796444583498
155000,-35463.817819936754,299.632259344618,27.01894355122974,0.9820790138399058
156000,-35333.94144404758,298.43417824078034,26.69998789616579,0.9938108414497919
157000,-35441.89717067609,308.6213193775249,26.739867365119483,0.9923286856837863
158000,-35165.766013470304,301.82312665277186,26.993539050999583,0.9830032804388866
159000,-35465.14509655646,309.8881881390081,26.83943934159447,0.9886472329049558
160000,-35443.69332736923,307.8924529863914,27.149731742740645,0.9773480522466931
161000,-35420.672146344994,310.20186127573595,26.88851744164159,0.9868427106618414
162000,-35171.31852836866,304.0964953813266,26.721810296583946,0.9929992445601606
163000,-35844.200067495316,302.03174432365887,26.75705932201028,0.9916910942436931
164000,-35457.16604773668,306.73763799810035,26.988577449466593,0.9831839965434053
165000,-35603.28408351465,290.7778221503899,26.639765822617377,0.9960574584052677
166000,-35447.988309772336,293.6366693724144,26.72480601352506,0.9928879343168632
167000,-35559.96017617683,295.49674760670234,26.68284647640548,0.994449278912253
168000,-35515.04953951333,301.01956280538053,26.983427200948437,0.9833716540223296
169000,-35418.1286926895,293.6770598935848,26.824954126120126,0.9891810928373685
170000,-35312.72674589814,298.03798580422654,27.11415023645575,0.9786306119271653
171000,-35629.49878511031,292.4507119923719,27.1426012037415,0.977604807977287
172000,-35587.34746603263,296.92175726420544,26.728928583185198,0.9927347950071004
173000,-35661.48710122364,313.018596137939,26.64281299570162,0.9959435380216317
174000,-35384.0710718894,299.17102408459016,26.943933078011128,0.9848130694565417
175000,-35766.455615781364,304.62381213862955,26.961977486298075,0.9841539794799024
176000,-35523.41400475145,305.68059920209345,26.884715338873793,0.9869822723925235
177000,-35315.42162552831,295.9003132236577,27.030499085640194,0.9816591752049528
178000,-35387.084325618314,303.1144952809946,27.321639140156677,0.9711985910386933
179000,-35364.3859903143,303.8221174598296,26.85103614569654,0.9882202419976464
180000,-35306.48477221228,290.7557033727708,27.622379567275896,0.960624604160583
181000,-35825.089302795415,294.1165304741988,26.945098892309854,0.9847704602546777
182000,-35329.39224449929,302.6314429837406,27.365511773191006,0.9696415567781522
183000,-35271.29134885149,299.6344644527689,27.342583027524018,0.9704546717871158
184000,-35446.98028197393,303.5076670227181,27.033001086490316,0.9815683191404323
185000,-35311.1741682463,297.8358981116848,27.218673365101274,0.9748725473082606
186000,-35203.19669971039,300.59392445898686,26.93471376740058,0.9851501548126013
187000,-35437.67599132974,296.25255590444596,26.940976111325124,0.9849211598028709
188000,-35642.083163773146,295.35538669983447,26.68910414712567,0.9942161149925856
189000,-35458.08915813718,300.04654927594555,27.02652016356144,0.9818036978938671
190000,-35435.93449003252,307.78529521506596,26.823372292075543,0.989239427050974
191000,-35548.49876695665,308.099401554834,27.047707745329713,0.9810346106822858
192000,-35676.225462564034,293.47943938682346,26.9465892618287,0.9847159942937815
193000,-35665.18388382721,293.5041978303815,26.767783817262647,0.9912937738489741
194000,-35452.38768748846,298.1370492731053,27.22425723277246,0.9746725947713043
195000,-35390.856926231005,286.8399058324331,27.118784761257746,0.9784633666806362
196000,-35413.98387585045,299.0772784416768,27.376162899687667,0.9692643024888822
197000,-35320.83728964967,306.25224276403975,26.71183926446761,0.9933699126845448
198000,-35202.21822117164,295.2518566511888,26.8441214564622,0.9884747944097855
199000,-35450.57220917076,298.6883088335035,26.836346297116222,0.9887611802296332
200000,-35312.569593240856,305.6632836721283,27.082495795862464,0.9797744505453457
201000,-35539.782987847604,304.661646954055,26.866816192145635,0.9876398173872595
202000,-35156.95886647553,301.8735167254735,26.594241316665624,0.9977625276777288
203000,-35671.48350017256,305.9286238945845,26.86572539764477,0.9876799172567289
204000,-35339.32443379861,293.5841195672213,27.173546736655933,0.9764915009049436
205000,-35635.915534321975,293.81137447483974,26.630763997185635,0.9963941492850902
206000,-35629.73080012665,302.2886449011106,26.5936010440999,0.997786549996952
207000,-35579.48091994284,297.0423001134925,26.612571163695446,0.9970753022912028
208000,-35430.76727778869,300.9500111670783,26.691155488015752,0.9941397048060283
209000,-35307.74787046091,290.16441963564796,26.833903677494426,0.9888511845573347
210000,-35878.05614856226,302.3594309293987,26.860777903546257,0.987861838293394
211000,-35765.84471934682,306.14770965795805,26.79672232340706,0.9902232488564308
212000,-35623.63984414135,300.09912574660586,27.087718564242255,0.9795855407629476
213000,-35481.99460191923,305.96896502984583,27.266077651404892,0.9731776523573634
214000,-35711.47782811205,295.1126327952604,26.833570935384486,0.9888634465268786
215000,-35387.46166404095,291.83516440532526,26.988117784564047,0.9832007422527415
216000,-35348.71649472395,296.79334097519586,27.10264652731514,0.979045991358999
217000,-35463.12038402559,299.8456798972137,27.32887703672569,0.9709413746539711
218000,-35521.583995418856,307.0974972552631,26.85270243266273,0.9881589201060008
219000,-35200.00660252423,293.8911888539782,27.01235778961429,0.9823184501128539
220000,-35547.64199553389,292.61257356924636,26.502169282788472,1.0012288863848011
221000,-35621.20052789585,305.1704887798439,26.784497083541517,0.9906752161530334
222000,-35217.85167667756,299.704034031013,26.813825467009565,0.9895916369872266
223000,-35536.39806108433,311.8964651828771,26.63054010699228,0.9964025262416911
224000,-35354.02888209917,297.19245092903464,27.093268905993583,0.9793848623381788
225000,-35596.198115811334,302.83242223983626,27.073419833687193,0.9801029053880688
226000,-35320.53583867269,299.54804116114644,27.00680895631624,0.9825202777828347
227000,-35519.90009886588,300.27189690515996,26.814113070861037,0.9895810227869571
228000,-35772.4681816019,306.85193469391226,26.931697494722062,0.9852604887971851
229000,-35299.030056568095,295.0680841251304,27.13656451127871,0.9778222820637156
230000,-35395.036895516474,298.2266786875056,27.40965399092534,0.9680799854887909
231000,-35427.4598166057,304.4770573793921,27.076271262573094,0.9799996897824754
232000,-35223.71712673374,305.8215096003441,26.90612627118312,0.9861968672245064
233000,-35392.38953586013,304.8087348022649,27.124464782978396,0.9782584707234228
234000,-35391.490693793574,294.9434583169186,27.27684372365428,0.9727935426332723
235000,-35451.000593667035,307.6497993289083,26.844955109654954,0.9884440979468951
236000,-35567.59243088306,305.4695572126763,26.90037219735934,0.986407817821664
237000,-35652.793842074345,303.5239038522872,27.436427808084527,0.9671352853730087
238000,-35633.93037222515,299.2216372985265,26.903652703856533,0.9862875398322448
239000,-35732.03184486489,297.4239081664681,26.840902591314588,0.988593336141167
240000,-35534.99942935654,297.15468821042896,26.700528635839827,0.9937907147714858
241000,-35500.484473031596,295.58070236204225,26.9270434833908,0.9854307790662202
242000,-35224.83947586169,298.8758915965253,27.607162349309196,0.961154105664603
243000,-35532.52205769127,298.276986877512,27.265682052137198,0.9731917722449889
244000,-35200.56557651164,292.8762900195892,26.91360110474641,0.9859229664033399
245000,-35235.88183542047,297.5801727098775,26.823412292021665,0.9892379518649181
246000,-35502.170279979095,307.0836211796859,26.997641781046823,0.9828538971287479
247000,-35382.47161441328,293.68943890652,26.919055932645048,0.985723180789888
248000,-35663.82717957519,303.45252452075346,27.05293883751734,0.9808449129005198
249000,-35702.03248681428,297.49121792156063,27.052125420862165,0.9808744054293279
250000,-35779.6866476507,288.6856140446465,26.609029998885283,0.9972079943875966
251000,-35578.612680429185,295.9584109965606,26.822022233201498,0.9892892193990465
252000,-35597.04023999034,289.56187368933604,26.737338746228144,0.9924225327597744
253000,-35403.6249417341,289.2122002594323,27.088601810934822,0.9795536005507872
254000,-35472.09585198361,301.7185779670364,27.08606021024409,0.9796455162479558
255000,-35719.35470855085,302.6303819745603,27.229439940491083,0.9744870807397601
256000,-35560.817300182156,303.35017141581324,26.543463566927986,0.9996712513000348
257000,-35740.27243530034,298.2174867250247,26.640644738539866,0.9960245969348154
258000,-35695.48709938541,297.8690378671955,26.675624005697944,0.9947185277510259
259000,-35707.38181650429,306.11165498195084,26.568678184588297,0.9987225278365486
260000,-35682.69910161983,311.95591767889334,26.673595645383788,0.9947941698808787
261000,-35503.757553209114,298.8466094476339,26.738810000556853,0.9923679265171181
262000,-35445.47445708531,304.81242429363726,26.40047810521246,1.0050854886809346
263000,-35378.82039960849,303.6568623531126,26.95135179868471,0.984541986464766
264000,-35320.28763359052,296.8271101184026,27.00096983556631,0.9827327536522634
265000,-35278.547845392575,306.71405344770596,26.747492569233742,0.9920457915486748
266000,-35470.920803598914,300.87793579628993,26.83449836979013,0.9888292701480192
267000,-35576.1209834397,303.9716746998975,26.94917810046951,0.9846213987997464
268000,-35534.35505422164,291.5416099394139,26.988530459905476,0.9831857083588951
269000,-35470.92633571534,302.14827369798627,26.41404208494995,1.0045693632367838
270000,-35406.18787112745,300.75609608876476,26.956663775064925,0.9843479764114049
271000,-35795.23114935795,305.8473129258122,26.778243013083475,0.9909065887863997
272000,-35751.2888253658,299.09989937778556,26.556270154940385,0.9991891663615798
273000,-35847.28782680744,310.28421535546204,26.83604834098971,0.9887721582785457
274000,-35618.08384312611,289.11961124020763,26.60612095695455,0.9973170264360501
275000,-35658.106002884975,289.1929598207246,27.057280759701953,0.9806875152549539
276000,-35748.382558485755,308.61206413140775,26.93687592975743,0.9850710790286782
277000,-35725.74071937427,293.48562466984816,26.697072326408644,0.9939193748799086
278000,-35378.44105790669,299.0457767967085,27.556806927521656,0.9629104528539152
279000,-35320.53580671185,292.0213300088815,27.058401141989943,0.980646908830488
280000,-35206.9487473761,289.49381268543937,27.226917202728796,0.9745773728333945
281000,-35830.9686337164,298.4223439252348,26.910712985743285,0.9860287779014001
282000,-35607.8232513502,298.90208821687924,27.021075411611232,0.9820015315299233
283000,-35342.73609534689,294.48753791797736,26.783482280544003,0.9907127519808387
284000,-35297.211758522375,301.09607922110627,26.8005856600888,0.9900805069832144
285000,-35584.671829306026,296.7245272786307,27.00428054141952,0.9826122713059678
286000,-35816.35630952788,295.5258400130716,26.390901119100402,1.0054502238494343
287000,-35224.7719215955,295.44568286349846,26.556369190776714,0.9991854401166994
288000,-35345.97722260002,300.14165795549843,27.170860110071928,0.9765880553759745
289000,-35546.392429328844,303.25553782038054,27.334379604608753,0.9707459185689313
290000,-35732.66624641768,293.0191873049631,27.250672018107945,0.9737278192682944
291000,-35417.811016954714,293.6042069586514,26.620311394192278,0.996785388602811
292000,-35511.34674214467,286.3308118167352,26.77776834593615,0.9909241537603618
293000,-35456.895027541526,304.1831307113654,27.280845627277124,0.9726508408249878
294000,-35472.51132701518,303.0745248661198,26.866028135403507,0.9876687876620229
295000,-35683.48326836675,291.5190160495948,26.45847081312488,1.0028825031197597
296000,-35185.85531758008,298.8629142962483,26.859126180132353,0.9879225876460376
297000,-35300.97367355635,295.4678581165518,27.146305958365108,0.9774713907109386
298000,-35677.84374180858,293.21636896517333,27.1366643993282,0.9778186827724
299000,-35229.83774693223,296.59433817779006,26.895372551738266,0.9865911835481465
300000,-35158.080815928726,298.2278075874762,27.13285991819107,0.9779557893194193
301000,-35521.98724172212,301.6135822663922,27.015147310228567,0.9822170182185574
302000,-35630.613867308304,296.20699558228586,26.88212555521912,0.987077356784241
303000,-35484.280306289234,309.775088426834,27.190505449061245,0.9758824633656782
304000,-35475.88919655912,305.3987754683456,26.863088114373376,0.9877768827177429
305000,-35384.893931589555,289.33499052661415,27.303512329819625,0.9718433700856787
306000,-35524.70145536889,308.98454492031647,26.878665329230508,0.9872044282247638
307000,-35644.87198635138,300.51073601441834,26.676377582379164,0.994690428108015
308000,-35487.19503699007,298.79512276111376,27.091056081066846,0.9794648594866754
309000,-35653.879150623514,299.9512265521929,26.995410943883936,0.9829351178593366
310000,-35601.549951676774,304.2227957511428,26.941755315532415,0.9848926741046462
311000,-35528.98871647299,293.2491254314512,26.854186677365522,0.9881043040544963
312000,-35802.035455402016,303.3594231125655,26.482067474903477,1.00198889165033
313000,-35587.40516496604,297.83009703671814,26.942864628176125,0.9848521233350396
314000,-35599.39996844047,301.7870274480729,26.997691771333564,0.9828520772269373
315000,-35641.59282051865,294.7865738330989,27.095653423398275,0.9792986728592373
316000,-35458.31881624571,283.6598342600034,26.893285535724804,0.9866677465845246
317000,-35458.2023139722,294.79785891128597,26.89671224298554,0.9865420426880553
318000,-35421.6441802964,299.2436788760031,27.24722546155326,0.9738509880658924
319000,-35142.41987871844,291.98950606920863,27.44487430401234,0.9668376376534725
320000,-35541.77490004114,316.13465511244664,26.89699024761326,0.9865318458871947
321000,-35530.71618184005,291.2820904514121,27.129460404305203,0.9780783341189109
322000,-35326.57193713356,295.53821768748514,27.185273574087297,0.9760702744253564
323000,-35294.29551732581,299.7852246543815,26.77968921757071,0.9908530760834143
324000,-35362.07937102273,302.19812843396653,27.003572043665688,0.9826380522873127
325000,-35400.106550508324,303.64987153426597,27.202975874493358,0.9754350979911671
326000,-35471.88611493702,306.8805191717675,27.088270675887333,0.97956557490426
327000,-35606.25134629142,297.3635772991577,26.86774124832033,0.9876058129540992
328000,-35549.46299449104,294.86221519590583,26.8313009932232,0.9889471048940073
329000,-35360.73101339649,300.2002111877098,26.996919430471525,0.9828801951321129
330000,-35398.0278823424,307.3887402444947,26.873298477758237,0.9874015822713142
331000,-35372.779207280866,291.7985072749409,26.7854737540763,0.9906390934657127
332000,-35175.452740596316,310.18633538082,27.116863492283034,0.978532692224493
333000,-35158.44682703068,298.19460799924354,27.16856425576008,0.9766705810433867
334000,-35410.55887906355,305.3321945835512,26.987078565145474,0.9832386033832538
335000,-35741.057322915876,296.22488359224457,27.0785574089564,0.9799169518909178
336000,-35509.267667822685,296.41297778514405,27.22245091840212,0.9747372680485045
337000,-35334.8373724409,307.13420858875804,26.751966167491965,0.9918798966646365
338000,-35229.091469498875,306.7658917294594,27.11671988425604,0.9785378744570742
339000,-35552.838912687585,296.15137069557085,27.120531881936017,0.9784003334927805
340000,-35573.847469728615,297.9266650905952,26.889804259018124,0.9867954850912959
341000,-35225.275265690725,287.2380075511729,27.131416166755923,0.97800782954709
342000,-35497.97540911287,299.7313900724255,26.89628037306907,0.9865578834594803
343000,-35522.87559310958,300.1769243372408,27.076308996174607,0.9799983240528337
344000,-35429.29442671797,307.64516699637915,27.15874913441028,0.9770235479721755
345000,-35401.17514029384,309.6434846798093,26.8566110667881,0.9880151062917109
346000,-35433.74569941766,307.37770045899975,27.265027177709765,0.9732151471860985
347000,-35412.57195704733,299.93554796959995,27.036513411862007,0.9814408031675388
348000,-35453.62775874455,291.70888367056625,26.9118632339427,0.9859866337430229
349000,-35343.782918100915,310.2564553374856,27.006814991236343,0.982520058229682
350000,-35780.64986651685,293.55893133483414,26.48432834878019,1.0019033553860135
351000,-35657.920244874345,300.3766031835632,26.39650680616885,1.0052367016830661
352000,-35781.88607631362,292.47176965340947,26.45026339896971,1.0031936936711703
353000,-35893.35776592468,295.1439771293484,26.48072779458222,1.002039583036559
354000,-35679.53950618149,297.5323020618954,26.863059945143945,0.9877779185235556
355000,-35587.20233330157,301.32137482959877,26.958258758945558,0.9842897375181088
356000,-35535.43653376264,300.23271696745456,26.97763958170472,0.9835826206152855
357000,-35290.58565630371,304.30642748019153,26.850248634553697,0.9882492262526061
358000,-35451.17667526033,308.24021834442203,26.81316748328992,0.9896159211448756
359000,-35495.27689117394,300.1088399668668,26.77257194568706,0.991116486365906
360000,-35419.50246903516,301.4844837551802,27.179570680357312,0.9762750762271772
361000,-35149.71696581066,294.02257197104245,27.284807498314663,0.972509607752475
362000,-34987.76762973468,303.78163329551734,27.274518065528696,0.9728764913109172
363000,-35408.222103158565,308.28346068928056,26.951143987274474,0.9845495779443237
364000,-35384.408098277345,304.7758469967215,26.57481616083885,0.9984918532339604
365000,-35755.7175102442,303.6361615473356,26.851269276221554,0.9882116619822484
366000,-35683.27431901955,295.7150543163594,26.698052339273772,0.9938828908037705
367000,-35713.414967416815,299.0911705450638,26.865418900438783,0.9876911853160942
368000,-35796.49522968629,294.4188454933217,26.787987793372256,0.990546122480796
369000,-35997.34923577448,288.9068394194548,27.028306870803515,0.9817387957234979
370000,-35256.407193775114,303.69331756413527,27.209161971333746,0.9752133294565815
371000,-35354.51854334824,299.6239484839818,26.768350857714488,0.9912727750331554
372000,-35370.588985797454,299.8464713929318,26.73677834507381,0.9924433338722259
373000,-35318.204029348475,297.7611026956781,26.93409756315147,0.9851726932960229
374000,-35534.48985474714,304.7547991535456,27.291235724536893,0.9722805411090653
375000,-35621.59326413169,295.8039682966139,27.007276784597646,0.9825032582670701
