#"Step","Time (ps)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
5000,10.000000000000009,298.32433203144336,333.02333843562724,0.9636071564315247,0
10000,19.999999999999794,299.06866048502087,333.02333843562724,0.9636071564315247,57.4
15000,29.99999999999425,303.10802359920064,333.02333843562724,0.9636071564315247,55.9
20000,40.00000000000292,303.2583335539039,333.02333843562724,0.9636071564315247,54.3
25000,50.00000000001514,299.59514978696427,333.02333843562724,0.9636071564315247,52.9
30000,60.00000000002736,298.9749737449623,329.10196310544586,0.9750889029867893,48.9
35000,70.00000000001826,300.8420331354882,323.03003920336255,0.9934174325294377,47.8
40000,79.99999999999496,301.84149134436893,316.8932599255318,1.0126554040647586,46.8
45000,89.99999999997165,297.3911094761542,315.12217127311277,1.018346855376179,45.8
50000,99.99999999994834,296.7352443273512,315.76419933976166,1.0162762999930728,44.9
55000,109.99999999992504,301.36672907470773,315.76419933976166,1.0162762999930728,43.3
60000,119.99999999990173,300.59724215991497,315.76419933976166,1.0162762999930728,42.7
65000,129.99999999989262,299.8711392745348,315.76419933976166,1.0162762999930728,42.1
70000,139.99999999994037,299.48411724722405,315.76419933976166,1.0162762999930728,41.6
75000,149.99999999998812,299.8631321533689,315.76419933976166,1.0162762999930728,41.1
80000,160.00000000003587,302.23897638226555,315.76419933976166,1.0162762999930728,40.7
85000,170.00000000008362,299.5090543310595,315.76419933976166,1.0162762999930728,40.3
90000,180.00000000013137,299.0119021935446,315.76419933976166,1.0162762999930728,39.8
95000,190.0000000001791,304.4947123124136,315.76419933976166,1.0162762999930728,39.5
100000,200.00000000022686,299.1800348317727,315.76419933976166,1.0162762999930728,39.1
105000,210.0000000002746,305.26740096347237,315.76419933976166,1.0162762999930728,38.7
110000,220.00000000032236,300.62415949563336,315.76419933976166,1.0162762999930728,38.4
115000,230.0000000003701,300.1345195144877,315.76419933976166,1.0162762999930728,38.1
120000,240.00000000041786,300.09785397820826,315.76419933976166,1.0162762999930728,37.8
125000,250.0000000004656,298.9242787321153,315.76419933976166,1.0162762999930728,37.6
130000,260.00000000051335,299.7014758778334,315.76419933976166,1.0162762999930728,37.3
135000,270.0000000005611,301.3605165977843,315.76419933976166,1.0162762999930728,37.1
140000,280.00000000060885,300.0592144968099,315.76419933976166,1.0162762999930728,36.9
145000,290.0000000006566,302.2114284808453,315.76419933976166,1.0162762999930728,36.7
150000,300.00000000070435,299.0643357335097,315.76419933976166,1.0162762999930728,36.5
155000,310.0000000007521,298.18196969775994,315.76419933976166,1.0162762999930728,36.3
160000,320.00000000079984,301.02948868901734,315.76419933976166,1.0162762999930728,36.1
165000,330.0000000008476,300.737908291328,315.76419933976166,1.0162762999930728,35.9
170000,340.00000000089534,298.2712169251534,315.76419933976166,1.0162762999930728,35.7
175000,350.0000000009431,299.341523807278,315.76419933976166,1.0162762999930728,35.6
180000,360.00000000099084,302.1675371747268,315.76419933976166,1.0162762999930728,35.4
185000,370.0000000010386,297.9247057905486,315.76419933976166,1.0162762999930728,35.3
190000,380.00000000108633,299.99172810375114,315.76419933976166,1.0162762999930728,35.2
195000,390.0000000011341,301.17822968960814,315.76419933976166,1.0162762999930728,35
200000,400.00000000118183,300.08143309589985,315.76419933976166,1.0162762999930728,34.9
205000,410.0000000012296,299.4127972801312,315.76419933976166,1.0162762999930728,34.8
210000,420.00000000127733,300.7934649090022,315.76419933976166,1.0162762999930728,34.7
215000,430.0000000013251,298.4822327258411,315.76419933976166,1.0162762999930728,34.6
220000,440.0000000013728,300.41179909259364,315.76419933976166,1.0162762999930728,34.5
225000,450.0000000014206,299.2955221995848,315.76419933976166,1.0162762999930728,34.4
230000,460.0000000014683,303.28941137230834,315.76419933976166,1.0162762999930728,34.3
235000,470.00000000151607,298.9158072399642,315.76419933976166,1.0162762999930728,34.2
240000,480.0000000015638,300.1630048346805,315.76419933976166,1.0162762999930728,34.1
245000,490.00000000161157,298.6641480024969,315.76419933976166,1.0162762999930728,34
250000,500.0000000016593,301.0010671565568,315.76419933976166,1.0162762999930728,33.9
255000,510.00000000170706,299.2523728205786,315.76419933976166,1.0162762999930728,33.8
260000,520.0000000015274,298.3989346558742,315.76419933976166,1.0162762999930728,33.8
265000,530.0000000012909,300.2528716322143,315.76419933976166,1.0162762999930728,33.7
270000,540.0000000010544,303.55582453387666,315.76419933976166,1.0162762999930728,33.6
275000,550.000000000818,301.107450405312,315.76419933976166,1.0162762999930728,33.6
280000,560.0000000005815,300.80819394167605,315.76419933976166,1.0162762999930728,33.5
285000,570.000000000345,300.8321182340496,315.76419933976166,1.0162762999930728,33.4
290000,580.0000000001086,297.0853276752381,315.76419933976166,1.0162762999930728,33.4
295000,589.9999999998721,301.0808706504723,315.76419933976166,1.0162762999930728,33.3
300000,599.9999999996356,299.4599473155242,315.76419933976166,1.0162762999930728,33.3
