Time (ps),Density (g/ml),Protein RMSD (nm),Protein Dipole (Debye),Ca-Total Protein O CN (0.3nm),Ca-Carboxylate O CN
100.00000029814058,1.0217555014958568,0.15199468,,25,19
101.00000030112199,1.0182305646592016,0.15405485,,25,19
102.0000003041034,1.0198213415402373,0.1526334,,21,14
103.00000030708479,1.0198743894707807,0.15610361,,21,14
104.0000003100662,1.0196047235804386,0.14994487,,25,19
105.00000031304761,1.0202707896938958,0.15017638,,20,14
106.00000031602902,1.0194288486802547,0.14954847,,20,14
107.00000031901043,1.0224281848076924,0.1533197,,21,14
108.00000032199182,1.017405526693043,0.1528516,,20,14
109.00000032497323,1.018732309172654,0.14729156,,21,14
110.00000032795464,1.0179250657017627,0.15016685,,25,19
111.00000033093605,1.0210857755007807,0.15333152,,26,20
112.00000033391746,1.0197370501692264,0.15614326,,25,19
113.00000033689885,1.0208022723519394,0.16092657,,21,14
114.00000033988026,1.020276307647187,0.15928014,,24,18
115.00000034286167,1.0224579608642863,0.15487316,,25,19
116.00000034584308,1.018322028512584,0.15228508,,25,19
117.00000034882447,1.0193981403463181,0.15522262,,25,19
118.00000035180588,1.0207147179218072,0.15625218,,25,19
119.00000035478729,1.0206871127454105,0.15420148,,25,19
120.0000003577687,1.0200929227064426,0.1491263,,22,16
121.00000036075011,1.0225193611619892,0.14983222,,22,16
122.0000003637315,1.0230020385226202,0.15152623,,25,19
123.00000036671291,1.0196443666442236,0.15386362,,25,19
124.00000036969432,1.0191861027836155,0.1631012,,25,19
125.00000037267573,1.0197302232374421,0.16294491,,21,14
126.00000037565712,1.0186911400814287,0.16281953,,21,14
127.00000037863853,1.018085398112535,0.1580354,,25,19
128.00000038161994,1.0182318749522532,0.15603235,,25,19
129.00000038460135,1.0178247440813526,0.15527722,,25,19
130.00000038758276,1.0196488298993205,0.1600391,,25,19
131.00000039056417,1.0185576835673689,0.16179086,,25,19
132.00000039354558,1.0197801137588716,0.15574105,,24,18
133.00000039652696,1.0223507197766653,0.16019684,,25,19
134.00000039950837,1.0230020385226202,0.16566029,,25,19
135.00000040248977,1.0246410818423115,0.1604284,,21,14
136.00000040547118,1.0226092305463832,0.16645908,,20,14
137.0000004084526,1.022836191024362,0.1651937,,21,14
138.000000411434,1.0221565646199084,0.16327715,,20,14
139.0000004144154,1.0221602523194706,0.17110124,,24,18
140.00000041739682,1.0186457779829154,0.16307032,,25,19
141.00000042037823,1.021770244683952,0.17019144,,25,19
142.0000004233596,1.0212643995552306,0.17454772,,20,14
143.00000042634102,1.0213012344379047,0.16730165,,21,14
