#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Elapsed Time (s)"
53000,-35225.35479396142,298.31437122176516,27.110537307047956,0.9787610307114614,1.36e+03,6.607719659805298
54000,-35374.141030459985,297.19880515899473,27.313152905143582,0.9715003438065472,1.36e+03,6.740395545959473
55000,-35409.88899305905,296.40322881618397,27.04808867826103,0.9810207942387502,1.36e+03,6.862086057662964
56000,-35478.790490271145,299.0905089636242,26.893386123440898,0.9866640562104411,1.36e+03,6.986969947814941
57000,-35499.327191588236,294.22393458039045,26.77050330852134,0.9911930729125098,1.36e+03,7.115220785140991
58000,-35566.79659565509,291.19875456007014,26.56782515079226,0.9987545945964084,1.36e+03,7.245668411254883
59000,-35563.6188417169,306.1391251076679,26.796977024311012,0.9902138369456631,1.36e+03,7.3767523765563965
60000,-35263.5163288184,298.4846170119394,27.483585097035228,0.9654758410921506,1.36e+03,7.503215074539185
61000,-35310.50691861607,309.9514790043192,27.06875959800075,0.9802716427297092,1.36e+03,7.633575916290283
62000,-35398.51112632375,301.70344982947813,26.68780677532761,0.9942644467254861,1.36e+03,7.753733158111572
63000,-35388.493570261315,297.95105491500806,27.063992843404264,0.9804442970156392,1.36e+03,7.879905462265015
64000,-35457.15125335113,295.5416380458148,27.212661893558593,0.9750879036228618,1.36e+03,8.00940203666687
65000,-35403.382448792574,303.9062701704404,26.81970766117792,0.9893745962114779,1.36e+03,8.139411211013794
66000,-35734.658700169675,298.64490625682413,27.13157307104202,0.9780021736413341,1.36e+03,8.277103662490845
67000,-35384.10777733641,292.5528226093754,26.68034233960321,0.9945426149349179,1.35e+03,8.418737649917603
68000,-35500.65251863524,308.42601749955963,27.018934330134666,0.982079349006491,1.35e+03,8.56200098991394
69000,-35297.98396792647,299.4545635623931,27.025744380955636,0.9818318808819249,1.35e+03,8.699270963668823
70000,-35390.11258293284,300.49210357173877,26.761853074310384,0.9915134562658287,1.35e+03,8.824877500534058
71000,-36126.16425749767,299.71673273065727,26.383161919112407,1.0057451612183592,1.35e+03,8.956420183181763
72000,-35694.848686247686,293.80286953925065,26.8485425093026,0.9883120258238937,1.35e+03,9.088633060455322
73000,-35542.95209531268,298.7189838151808,26.680224580108312,0.9945470045844742,1.35e+03,9.216771125793457
74000,-35559.13621384266,296.09119576945534,26.812747981944295,0.989631404272933,1.35e+03,9.339495182037354
75000,-35590.408176732395,297.6182365943468,26.964517043070124,0.9840612904508595,1.35e+03,9.474092721939087
76000,-35556.33404522968,299.6437743861542,26.73895984880646,0.9923623651715161,1.35e+03,9.604354619979858
77000,-35670.53688186835,312.49633566253675,26.65755355630091,0.9953928210908874,1.35e+03,9.730950117111206
78000,-35003.31094396382,291.9280118712172,26.995601676693394,0.9829281730992685,1.35e+03,9.84730863571167
79000,-35553.44136581253,297.80825126746845,26.83604875024897,0.9887721431994198,1.35e+03,9.963160037994385
80000,-35576.46070874046,299.3577631305646,26.75240470672982,0.9918636372569797,1.35e+03,10.078356742858887
81000,-35605.418139696005,303.0179852252301,27.011212954041824,0.9823600844188397,1.36e+03,10.19507646560669
82000,-35182.56879303389,297.1070892835464,27.250500721838602,0.9737339401078526,1.36e+03,10.312272310256958
83000,-35316.96574037109,302.01330078991793,27.150819688258046,0.9773088894720663,1.36e+03,10.436187744140625
84000,-35475.90601604938,316.5190047454746,26.975422225822967,0.9836634702379812,1.36e+03,10.567792892456055
85000,-35315.60314620874,304.36929350072137,27.179418670884612,0.9762805363535082,1.36e+03,10.702184915542603
86000,-35314.86286069255,310.0173136218002,26.848895149086875,0.9882990450983314,1.36e+03,10.836098909378052
87000,-35179.74110038462,293.94422998576385,26.9155837991324,0.9858503399299521,1.36e+03,10.958080053329468
88000,-35382.575820763304,304.1808027610233,27.07283546668505,0.9801240609038003,1.36e+03,11.077039957046509
89000,-35653.22916002781,284.3603000529127,26.90033778886337,0.9864090795459474,1.36e+03,11.195181608200073
90000,-35510.95206235742,297.68402809747374,26.9418162249916,0.9848904474811834,1.36e+03,11.314307689666748
91000,-35465.3213434676,312.7410365167757,26.69450266324477,0.9940150514331566,1.36e+03,11.43236780166626
92000,-35543.74758742811,310.0043685718165,27.00125145745493,0.9827225037920108,1.36e+03,11.549363136291504
93000,-35778.25802536143,293.8043342756107,26.835038088988778,0.9888093823379287,1.36e+03,11.66366720199585
94000,-35769.9258886053,303.7370470960918,26.47088523591899,1.0024121672282478,1.36e+03,11.778107404708862
95000,-35388.33849553819,294.0022400607851,27.00941580112124,0.9824254487091219,1.37e+03,11.893177270889282
96000,-35679.79045785335,287.394771898368,26.64490841793855,0.995865214530946,1.37e+03,12.009817361831665
97000,-35758.448297071445,292.51803165642696,26.594383043856656,0.9977572103864749,1.37e+03,12.12714409828186
98000,-35142.038370155584,293.983000583315,27.199901510775373,0.9755453499445914,1.37e+03,12.247321844100952
99000,-35648.79087407194,300.39450552938575,26.489415861871393,1.0017109314962898,1.37e+03,12.372215270996094
100000,-35597.62998015317,303.65012133519116,26.776938674189413,0.9909548571123595,1.37e+03,12.493308305740356
101000,-35442.28501665752,296.4362250094219,27.100001206230633,0.979141559288459,1.37e+03,12.65486764907837
102000,-35545.669587712735,295.2315899788023,27.249413289092722,0.9737727985655014,1.37e+03,12.773415088653564
103000,-35544.071265217615,298.5612328814867,26.641934865494488,0.9959763647705054,1.37e+03,12.88933253288269
104000,-35336.76693632838,310.67663486626395,27.272036798196176,0.9729650056626077,1.37e+03,13.006586790084839
105000,-35418.723959827126,300.2593332920493,26.953635695809805,0.9844585620007048,1.37e+03,13.124126434326172
106000,-35425.280595533724,301.93603087001435,26.84246384784607,0.9885358359127311,1.37e+03,13.241464614868164
107000,-35695.01521740519,311.1871204106215,26.426534353089785,1.0040944863693544,1.37e+03,13.3653883934021
108000,-35579.59246045642,304.98208900179037,26.673701691278545,0.9947902149053353,1.37e+03,13.502379894256592
109000,-35423.96831462919,295.3867917530711,27.148736205543653,0.9773838913492228,1.37e+03,13.631495475769043
110000,-35344.142822053574,292.0192718684704,27.08714767544092,0.9796061865105867,1.37e+03,13.748928546905518
111000,-35796.316923244536,291.1809332775784,26.989271658221515,0.9831587074230931,1.37e+03,13.866294622421265
112000,-36031.34914080164,306.01377021194713,26.920673169913005,0.985663964281675,1.37e+03,13.982556819915771
113000,-35316.19222630715,287.18047356710724,26.835718477699242,0.9887843122157666,1.37e+03,14.106497287750244
114000,-35282.346978860936,305.98137282180556,26.74861035545382,0.9920043353720455,1.37e+03,14.232327699661255
115000,-35569.72391401598,309.3599121454337,26.61586154823217,0.9969520389074246,1.37e+03,14.365339040756226
116000,-35601.954541024636,296.1907293401691,26.90745510755598,0.9861481634633099,1.37e+03,14.496717929840088
117000,-35267.045566435176,298.2275717358514,26.753943169014775,0.991806600999255,1.37e+03,14.62996768951416
118000,-35581.102696115384,303.4048876086037,27.019632932134236,0.9820539570036211,1.37e+03,14.758488416671753
119000,-35400.12286381796,300.38465741043086,26.916776286252077,0.9858066640521354,1.37e+03,14.877589702606201
120000,-35924.795872230025,310.09427207868725,26.705983661748682,0.9935877207846053,1.37e+03,14.996531248092651
121000,-35617.65834402805,303.57525281847967,27.06071085456779,0.9805632076848704,1.37e+03,15.110929250717163
122000,-35960.474136905745,301.6098181833299,26.771832664618508,0.9911438551928472,1.37e+03,15.226638078689575
123000,-35555.570460745104,305.0394308319341,26.96646101059877,0.9839903511016406,1.37e+03,15.341075420379639
124000,-35539.817421316315,305.5631151434711,26.713876041365033,0.9932941740352518,1.37e+03,15.45894718170166
125000,-35426.478951237164,302.9569419722602,26.967531669647588,0.983951284931764,1.38e+03,15.573427677154541
126000,-35194.42812212021,301.83169811700213,27.308004569937665,0.9716834992403237,1.38e+03,15.688453912734985
127000,-35472.29876847478,295.93332054468016,26.751874654409708,0.9918832896973773,1.38e+03,15.806403160095215
128000,-35463.132060052856,291.86397037317346,26.68415989232269,0.9944003313149875,1.38e+03,15.930516242980957
129000,-35634.367240811494,299.4396775009667,26.93656782595461,0.9850823463938251,1.38e+03,16.05535864830017
130000,-35423.84793443678,297.12797560462394,26.975678668432167,0.9836541191024643,1.38e+03,16.175507307052612
131000,-35256.95527089879,305.1448387642577,27.305460922625116,0.9717740166693648,1.38e+03,16.292161226272583
132000,-35391.536345069355,292.55364892281796,26.913679003087104,0.9859201127703182,1.38e+03,16.41308617591858
133000,-35512.77485938341,300.60936190207786,26.861900392114425,0.9878205581306272,1.38e+03,16.529728412628174
134000,-35663.95954575983,301.6910710138379,26.645466821920383,0.9958443443729983,1.38e+03,16.644554615020752
135000,-35389.53690096596,303.5188673506842,26.905910742189988,0.98620476712501,1.38e+03,16.763639450073242
136000,-35527.4756309971,299.5964504083665,26.89370784330668,0.9866522530991118,1.38e+03,16.887977361679077
137000,-35462.73359706742,302.7461133249519,27.00728214278371,0.9825030633405597,1.38e+03,17.006321907043457
138000,-35523.46536399788,302.8743078668908,26.909438758408882,0.9860754687607891,1.38e+03,17.132139205932617
139000,-35743.71121507956,303.3944418577275,26.800345290592134,0.9900893869118325,1.38e+03,17.266180515289307
140000,-35475.09394412933,301.65225299671755,26.473495221259313,1.0023133407967715,1.38e+03,17.406471967697144
141000,-35440.099747808796,296.61195338000607,26.464633564437055,1.0026489644445686,1.38e+03,17.5374596118927
142000,-35493.515591429925,293.30491314089886,26.65912884070566,0.9953340034604602,1.38e+03,17.664937496185303
143000,-35326.117247381335,289.9774630934448,26.85020570097054,0.9882508064669555,1.38e+03,17.7972674369812
144000,-35210.1867405535,300.30227167886954,27.268314832113948,0.9730978097164177,1.38e+03,17.933650255203247
145000,-35190.13363350797,293.5891177088839,26.928974352129963,0.9853601214369684,1.38e+03,18.060418367385864
146000,-35559.96010126741,295.07428998342033,27.079772641011708,0.9798729771313339,1.38e+03,18.185222625732422
147000,-35547.59589292476,290.82351584311175,27.064697167435842,0.9804187822102919,1.38e+03,18.313177347183228
148000,-35239.21869571545,297.1871012477099,27.164943853374734,0.9768007466170905,1.38e+03,18.432404041290283
149000,-35355.20355699462,301.2423665638563,27.134667962598762,0.9778906259093386,1.38e+03,18.561594009399414
150000,-35385.65625784508,306.6682878749663,27.112682843213086,0.9786835773955886,1.38e+03,18.697095155715942
151000,-35271.334097827435,278.7429459462831,26.92296231221884,0.9855801575647988,1.37e+03,18.875218629837036
152000,-35439.01857772007,301.28722790864185,27.070495633771777,0.980208777732329,1.37e+03,18.998957633972168
153000,-35332.94752403401,293.45329133387867,27.02300811222768,0.9819312982325251,1.37e+03,19.11695408821106
154000,-35465.74149791899,300.03434901721056,26.82842819763829,0.9890530016262243,1.37e+03,19.231356143951416
155000,-35271.16653168161,305.0185136642065,27.070801355559553,0.980197707828044,1.38e+03,19.347623586654663
156000,-35266.907143223536,314.01846687768193,26.824549702406113,0.9891960063511399,1.38e+03,19.47252631187439
157000,-35499.154701919004,292.23643843008415,26.902339471704476,0.9863356852550562,1.38e+03,19.59306526184082
158000,-35501.478739249025,298.56570303895006,27.067832380891932,0.9803052222430462,1.38e+03,19.709166526794434
159000,-35407.51558103523,310.0094961815285,27.15578028609989,0.9771303626053419,1.38e+03,19.82657766342163
160000,-35280.998108781205,302.3667542068111,27.324319484839336,0.9711033225369201,1.38e+03,19.950637102127075
161000,-35371.94393456029,302.73291152958825,27.008406766033843,0.9824621521606468,1.38e+03,20.074663400650024
162000,-35365.00440446896,299.71321365063466,27.112323437724356,0.9786965509885843,1.38e+03,20.202465057373047
163000,-35533.78688770757,300.0630414743722,27.04538422363352,0.9811188932786723,1.38e+03,20.333902835845947
164000,-35328.167058561055,295.8363848096355,26.98983689995023,0.9831381173643445,1.38e+03,20.4611074924469
165000,-35597.51532899405,289.4777629100077,27.098896741289675,0.9791814659877904,1.38e+03,20.58146357536316
166000,-35564.9417746877,295.8516166388527,26.45030708536508,1.0031920367559521,1.38e+03,20.701012134552002
167000,-35456.185592797236,293.42328056749784,26.433780777147103,1.0038192289438959,1.38e+03,20.819541931152344
168000,-35693.84389865454,294.6949598830607,26.649294615984026,0.99570130542489,1.38e+03,20.936699151992798
169000,-35299.23872461659,302.2379774345699,27.638067638464282,0.9600793291662337,1.38e+03,21.05161690711975
170000,-35475.13721409018,298.01087073908315,26.949362233397565,0.9846146713225018,1.38e+03,21.167242288589478
171000,-35732.123304124194,311.7410194689478,26.750207645497287,0.9919451014898656,1.38e+03,21.290687799453735
172000,-35669.70803726607,303.0932828062499,26.864986786809833,0.9877070719727956,1.38e+03,21.41731286048889
173000,-35868.674960221426,297.23905669629454,26.864828778840685,0.9877128812630703,1.38e+03,21.54147219657898
174000,-35529.05900053569,295.79955520367855,27.108144312584876,0.9788474316727429,1.38e+03,21.659423828125
175000,-35367.241278536705,298.1327935200551,27.20277553360917,0.9754422817996632,1.38e+03,21.77595281600952
176000,-35804.106500279304,298.54281156806053,26.716237785243532,0.9932063657722047,1.38e+03,21.897835731506348
177000,-35582.070934354415,298.53767238303476,27.4515526019271,0.9666024294715135,1.38e+03,22.017760515213013
178000,-35518.99319002693,301.2169068082299,27.13190140913256,0.9779903382980829,1.38e+03,22.134515523910522
179000,-35439.54122590268,294.87480079292175,26.337268407982965,1.0074977035107016,1.38e+03,22.249257564544678
180000,-35581.143413643964,305.97944172707304,27.18456478647911,0.9760957236654185,1.38e+03,22.364491939544678
181000,-35522.74196281677,299.2580587719104,26.947661722479648,0.9846768046539859,1.38e+03,22.47977066040039
182000,-35249.5840828442,291.11357095449677,27.029594743545445,0.9816920190460557,1.38e+03,22.595529079437256
183000,-35477.647086208744,298.8080853416295,27.03531498786555,0.9814843085681657,1.38e+03,22.720825910568237
184000,-35383.55711160548,292.7189206888369,26.92912487019814,0.9853546138498241,1.38e+03,22.852787494659424
185000,-35418.65582895934,295.1323034122782,27.084947509342154,0.979685761939742,1.38e+03,22.972354888916016
186000,-35582.51289967587,297.05548294502586,27.05155588838304,0.9808950563609837,1.38e+03,23.088849782943726
187000,-35349.62630052195,307.9051043181848,27.084407961499245,0.979705278236363,1.39e+03,23.20591974258423
188000,-35166.257828703325,302.88864305928627,27.161685788291777,0.9769179146172788,1.39e+03,23.32453727722168
189000,-35447.34197576123,305.50964948721037,27.015645658951577,0.9821988995845286,1.39e+03,23.444416046142578
190000,-35105.143602383265,297.64229841714666,27.098539330736106,0.9791943806982674,1.39e+03,23.560300827026367
191000,-35572.26192711608,301.81403169364836,27.001048627007126,0.982729885951432,1.39e+03,23.678423404693604
192000,-35468.45045331595,297.1832196008352,27.042625012966198,0.9812189987127767,1.39e+03,23.795151472091675
193000,-35380.58639176955,293.64614605303717,27.39339836256614,0.9686544577852837,1.39e+03,23.911211729049683
194000,-35516.13926367852,293.1556941226478,26.92247711368407,0.9855979197508834,1.39e+03,24.02843999862671
195000,-35386.367837086815,298.0192938674162,26.914715818022774,0.9858821329266814,1.39e+03,24.14661455154419
196000,-35282.361924981116,295.749641883485,27.11912751367357,0.9784510001071705,1.39e+03,24.26388454437256
197000,-35381.771802972915,291.8877433861996,26.56603063553149,0.9988220597132846,1.39e+03,24.380594491958618
198000,-35309.198640649265,296.7505309477462,26.841733040982376,0.9885627502991008,1.39e+03,24.49967932701111
199000,-35493.23042731546,299.3730636946013,26.524897944736765,1.0003709530974074,1.39e+03,24.61439085006714
200000,-35373.89992489011,300.8188265694614,26.659842799692857,0.9953073481023483,1.39e+03,24.730735063552856
201000,-35440.13620796733,296.6928517469056,27.255924742031393,0.9735401637967006,1.39e+03,24.88652276992798
202000,-35395.230163748434,297.11138410921717,26.88942415275195,0.9868094343356227,1.39e+03,25.02088236808777
203000,-35524.53502687428,298.6369410479781,26.829127753288965,0.989027212579988,1.39e+03,25.142231225967407
204000,-35326.10574017587,298.62668414304784,27.05235207132581,0.9808661874511581,1.39e+03,25.27094602584839
205000,-35109.36793012684,294.26272875384706,27.412781884465886,0.9679695242030263,1.39e+03,25.399887323379517
206000,-35183.39294968569,295.4308057230328,27.101069512647147,0.9791029621692579,1.39e+03,25.522454023361206
207000,-35614.41286451329,299.3412216400664,27.032547378531195,0.9815847935537603,1.39e+03,25.656513690948486
208000,-35395.181290062,305.3278751577092,26.901348804929786,0.9863720079688042,1.39e+03,25.785465955734253
209000,-35455.02550766041,301.6572929305761,27.419101161319325,0.9677464363865024,1.39e+03,25.92058539390564
210000,-35662.45456622611,296.4004215534301,27.326616240763627,0.9710217029434262,1.39e+03,26.046027660369873
211000,-35327.49597718794,292.43068701494275,27.432370304922127,0.9672783336927585,1.39e+03,26.179998874664307
212000,-35545.63591393668,303.5424304730426,26.915576886702784,0.9858505931149799,1.39e+03,26.312851905822754
213000,-35392.333657565556,305.53300464779863,26.811739302291937,0.9896686350191212,1.39e+03,26.439098119735718
214000,-35406.750786276854,291.3201984907864,27.147939604679536,0.9774125706841468,1.39e+03,26.55746030807495
215000,-35403.75903389577,295.9214295376838,27.051304989019844,0.9809041541085823,1.39e+03,26.67664647102356
216000,-35334.47995180817,318.7159410291495,27.062064171634116,0.9805141717755933,1.39e+03,26.794917106628418
217000,-35418.91338429222,304.63370850871996,26.92637587384367,0.9854552117265686,1.39e+03,26.912528038024902
218000,-35434.4072738922,297.0300605740748,26.99873952403708,0.9828139352270059,1.39e+03,27.029356479644775
219000,-35345.064909632754,292.0446416310192,27.052872510943963,0.9808473176759114,1.39e+03,27.145633220672607
220000,-35668.78220036902,303.80158583330007,27.207166992263346,0.9752848374596745,1.39e+03,27.265055418014526
221000,-35535.86343972152,298.8822230628933,27.033630780168245,0.9815454554944042,1.39e+03,27.382282972335815
222000,-35862.34243234448,298.21387970501746,26.910432773209543,0.9860390452064457,1.39e+03,27.502578020095825
223000,-35365.03622644275,291.7865163008277,27.296020240327717,0.9721101173051155,1.39e+03,27.627876043319702
224000,-35487.3150211208,296.265808638603,27.367478866763758,0.9695718618061202,1.39e+03,27.748551845550537
225000,-35343.469250867754,291.2679573672784,27.22728468112217,0.9745642192585381,1.39e+03,27.87958025932312
226000,-35107.62245653174,303.9983646504911,27.107515654885557,0.9788701323872687,1.39e+03,28.01436448097229
227000,-35342.34910054164,310.40607265734957,26.85130254248657,0.988210437679964,1.39e+03,28.15201163291931
228000,-35371.06250939815,299.0615551563729,26.974149875804237,0.9837098688915269,1.39e+03,28.27942657470703
229000,-35263.311965213856,290.0204341581898,26.79825970569666,0.9901664410001648,1.39e+03,28.410371780395508
230000,-35786.412216072844,300.7386643361099,26.81403026338704,0.9895840788253075,1.39e+03,28.536409854888916
231000,-35558.68435673695,295.9800565886056,27.181685919575756,0.9761991039223195,1.39e+03,28.656208276748657
232000,-35472.29070311683,297.01955388967866,27.08800932121499,0.9795750260985812,1.39e+03,28.77219271659851
233000,-35538.00877541714,301.66863020548936,27.114466994167643,0.9786191793294495,1.39e+03,28.891480922698975
234000,-35691.346683381154,298.234563687898,27.27803289270999,0.9727511342974862,1.39e+03,29.00963068008423
235000,-35516.751335953886,300.4717863364463,26.82611376968717,0.9891383323577553,1.39e+03,29.1270432472229
236000,-35293.300438305334,310.2696074594742,26.92133966561909,0.9856395620487999,1.39e+03,29.247484922409058
237000,-35350.77996602544,301.97166511686504,27.023370450334966,0.9819181321795065,1.39e+03,29.363938093185425
238000,-35321.73544531583,291.7331265344815,27.100248712306254,0.9791326168065141,1.39e+03,29.485352039337158
239000,-35685.51909070363,310.6307649984214,27.267169642690895,0.9731386786930618,1.39e+03,29.626671314239502
240000,-35854.15043177054,309.05786968440157,27.59044501530975,0.9617364788086542,1.39e+03,29.75927495956421
241000,-35703.82668670319,300.9293541656524,27.10811569073273,0.9788484651797112,1.39e+03,29.891115188598633
242000,-35475.616842345975,311.69202188241763,27.12847399021066,0.9781138978684489,1.39e+03,30.0150887966156
243000,-35495.42369164227,302.276598045924,26.773874947470937,0.9910682517882701,1.39e+03,30.134734630584717
244000,-35563.73817179495,302.5101606799075,26.809411091599944,0.9897545808494754,1.39e+03,30.251681327819824
245000,-35301.7803383593,296.78667801282046,26.828652188075107,0.9890447440957185,1.39e+03,30.37951898574829
246000,-35089.75458184921,308.7722229333315,26.722256955220704,0.9929826467222751,1.39e+03,30.50505232810974
247000,-35294.16256962856,306.8311712086178,26.74291029509192,0.9922157740123617,1.39e+03,30.62518811225891
248000,-35362.7860909529,298.54804550342175,26.782545316480448,0.9907474112051561,1.39e+03,30.742729663848877
249000,-35577.761021958926,300.6235922796614,27.23092750020359,0.9744338468672946,1.39e+03,30.858436107635498
250000,-35807.64631688813,298.79014996152534,26.97647125503549,0.9836252186925577,1.39e+03,30.97422432899475
251000,-35279.95802802019,295.75510860524946,27.396854247059988,0.9685322701103641,1.39e+03,31.11409306526184
252000,-35556.6001468171,300.8155647864367,26.998716593413004,0.9828147699532348,1.39e+03,31.24314856529236
253000,-35305.344221397274,296.5642742046238,26.74793319004623,0.9920294495001288,1.39e+03,31.376261711120605
254000,-35289.457343819726,294.7244545398061,26.99221872292963,0.9830513641787727,1.39e+03,31.506205081939697
255000,-35360.39611362142,302.9449868234429,27.386193928951776,0.9689092798592994,1.39e+03,31.63517665863037
256000,-35162.19812154616,311.73257926591083,27.34245609575451,0.9704591769247772,1.39e+03,31.757132291793823
257000,-35359.39792940355,301.0950991819854,27.122968261172417,0.9783124465685155,1.39e+03,31.87708353996277
258000,-35494.88344658527,303.1175190459181,27.341429594583246,0.9704956116502672,1.39e+03,32.00110483169556
259000,-35588.31394695505,311.3659832478903,26.70503288034382,0.9936230955670764,1.39e+03,32.1347873210907
260000,-35870.35918219236,299.88174621627724,26.859564421959554,0.987906468657913,1.39e+03,32.25418305397034
261000,-35533.057886528084,302.87461609543396,27.01880005946414,0.9820842294768454,1.39e+03,32.37298583984375
262000,-35510.93602836231,294.86872218667474,27.0447852293219,0.9811406233324004,1.39e+03,32.49203705787659
263000,-35380.322889389994,294.37880282283635,27.347394355656945,0.9702839361110445,1.39e+03,32.618616580963135
264000,-35634.935670732,306.27285473893534,26.861705190874993,0.9878277365206777,1.39e+03,32.74587392807007
265000,-35394.18337382469,296.92387932376295,27.03933978045861,0.9813382151055513,1.39e+03,32.875189781188965
