#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Elapsed Time (s)"
85000,-35613.062537497695,288.94186626124826,27.183387066177257,0.9761380130147006,599,24.24307131767273
86000,-34963.4399711258,297.35201751810604,26.899914113078413,0.9864246155673381,599,24.530232191085815
87000,-35281.59466763522,301.80504080694396,26.799786165556995,0.9901100431872158,599,24.816433429718018
88000,-35128.448848083426,299.09276160868365,27.05199660755241,0.9808790760523673,599,25.09795379638672
89000,-35473.17542421453,299.8360980958969,27.17805173050158,0.9763296391112607,599,25.38328742980957
90000,-35236.86861224084,301.9858197277182,27.489830979597865,0.9652564782039247,599,25.673128843307495
91000,-35403.76917036236,300.8457024889981,26.99217237888387,0.9830530520228177,599,25.958896160125732
92000,-35516.27784210182,297.71672069412153,27.07872943667711,0.9799107266032758,599,26.2475004196167
93000,-35535.09036594997,298.949343206636,27.174735687333325,0.976448777389807,599,26.538902759552002
94000,-35609.24799328292,300.04892108261976,26.40130559911501,1.0050539863709333,599,26.82511258125305
95000,-35547.893859630574,300.4795118841234,26.327931803777044,1.007854989733036,599,27.11702609062195
96000,-35342.71312367851,303.4366491752773,27.049937938498502,0.9809537270702027,599,27.40730381011963
97000,-35129.53966832395,313.29933773231284,26.808084540632724,0.9898035571161142,599,27.691184759140015
98000,-35505.02292846552,296.6861723632833,27.052136775897992,0.9808739937108709,599,27.975889444351196
99000,-35469.19764970245,301.9034940246446,27.105472529526086,0.97894391654244,599,28.273561000823975
100000,-35508.29687601566,296.37197462981925,26.701206234181505,0.9937654952763664,599,28.563488483428955
101000,-35554.83221741155,295.0191262934833,27.362129219281652,0.969761425550508,598,28.908000946044922
102000,-35404.5809466423,303.5939609433507,26.93842960636611,0.985014264956153,598,29.194123029708862
103000,-35532.7710936377,301.03433282975703,26.964632315025817,0.9840570836562649,598,29.480905294418335
104000,-35538.8582142299,302.10581074723973,27.030202909628965,0.981669931465269,598,29.777146577835083
105000,-35835.63209415636,290.00901300980973,26.53788423154513,0.9998814225832817,598,30.062036514282227
106000,-35802.54848567434,302.85417252572813,26.773671497432602,0.9910757828014836,598,30.34843897819519
107000,-35466.73842762219,298.69802952209767,27.45280835766358,0.9665582148130388,598,30.643688917160034
108000,-35450.67072774488,301.12779662145573,27.105896680564726,0.9789285981014428,598,30.93707036972046
109000,-35328.08083025419,299.31125276385313,26.88632121343645,0.9869233216081283,598,31.22623872756958
110000,-35502.26771189142,305.38984382230205,26.822248849365927,0.9892808610794416,598,31.520148992538452
111000,-35348.110350299154,303.5852474905081,26.58134140480315,0.9982467413398878,598,31.81113314628601
112000,-35698.030276044585,314.2553051415589,26.471376427933684,1.0023935668787982,598,32.09989643096924
113000,-35454.25647442361,293.372439872136,26.527033482338435,1.0002904190343966,598,32.38883566856384
114000,-35836.422863909094,302.10051586827973,26.797834201818496,0.9901821631535858,598,32.67789125442505
115000,-35436.62126572833,307.6134811171079,26.975928534306707,0.9836450079574522,598,32.96483039855957
116000,-35126.11243166444,301.04016511699626,27.362323730774353,0.9697545317740764,598,33.25305366516113
117000,-35420.241752412585,291.31216898305877,26.84277463322512,0.9885243906546063,598,33.542158126831055
118000,-35605.77363850045,290.18103751055776,27.288273156266765,0.9723860973479764,598,33.82781267166138
119000,-35497.24609386913,301.5007354592437,26.834023131206738,0.9888467826104353,598,34.118486166000366
120000,-35064.23914814972,300.6894438596732,27.09046040691914,0.9794863962891742,597,34.4158136844635
121000,-35592.34313550676,293.74475130642907,26.858899705060914,0.9879309178397933,598,34.7027907371521
122000,-35560.0141777814,293.052124121128,26.618885435974335,0.9968387858165982,598,34.98768997192383
123000,-35306.7942328137,295.56939406720943,27.106908422964676,0.978892060420577,598,35.27510619163513
124000,-35315.1322010931,300.6529384247135,27.213630232703892,0.9750532071939358,598,35.55902814865112
125000,-35860.266504108185,300.591597872572,26.581156735215362,0.9982536765465109,598,35.843769550323486
126000,-35274.85111521377,300.6679864946762,27.03925844263748,0.9813411671063387,598,36.12986373901367
127000,-35515.4963964798,297.55297745234094,26.886230213753844,0.9869266619689119,598,36.42284893989563
128000,-35599.202729141834,294.82625674273055,27.174881810685587,0.9764435268805443,598,36.71077632904053
129000,-35242.23291220182,299.9398499998285,27.285216891663115,0.9724950160060982,598,37.000126123428345
130000,-35315.41609223034,294.46065785271463,27.122654478172752,0.9783237647016408,598,37.282837867736816
131000,-35472.75564395169,305.94340828417296,26.748493002313182,0.9920086875732806,598,37.56974411010742
132000,-35744.26257202583,296.6340401246361,26.698513571508187,0.993865720903085,598,37.8618426322937
133000,-35614.97699100087,303.58643124315205,27.02276760696897,0.9819400375165375,598,38.14940094947815
134000,-35280.45714856392,300.0086226507252,26.829060861174916,0.9890296784926581,598,38.439966678619385
135000,-35077.25553016174,307.4424518892795,27.145071221147685,0.9775158525690508,598,38.725324630737305
136000,-35569.89426894203,294.31835260219043,26.929072385067144,0.9853565343194655,598,39.01375102996826
137000,-35694.98865819684,288.4927777462933,26.728560232110322,0.9927484760630807,598,39.30664563179016
138000,-35748.983329553856,303.3792440348598,26.959171797093006,0.9842564021439639,598,39.60010385513306
139000,-35362.51394670919,296.4586553781407,27.149466632204174,0.9773575959062412,598,39.887479066848755
140000,-35616.329254751836,292.0020163550553,26.54563327194196,0.9995895432577344,598,40.1725959777832
141000,-35450.032179183225,300.3548284821285,26.943052557050326,0.9848452539519061,598,40.45682501792908
142000,-35594.98012005072,294.5866656949493,27.044874056414724,0.9811374008411794,598,40.739288330078125
143000,-35721.04233232802,307.3267737621331,27.056946159387035,0.9806996429485048,598,41.02612233161926
144000,-35419.78618414072,300.5373799992714,26.712882290971432,0.9933311257376423,598,41.31304860115051
145000,-35309.79703503609,296.181651292387,27.107141931680875,0.9788836279628541,598,41.60128903388977
146000,-35251.36660333847,303.19647058981906,26.98921942479899,0.9831606101733493,598,41.89272451400757
147000,-35469.97012109946,303.1800446322314,27.135270345546225,0.9778689174601495,598,42.17908477783203
148000,-35273.94519864233,313.8295845309309,27.302969269473024,0.9718627002029341,598,42.46695280075073
149000,-35213.465322795964,300.89720842639946,27.277424972425127,0.9727728135852951,598,42.75606918334961
150000,-35231.88340840884,308.7691978766637,26.829824432018107,0.9890015309277173,598,43.04414629936218
151000,-35464.86297052386,296.7811617708798,27.01957617034663,0.9820560200684811,598,43.339688301086426
152000,-35386.45572911185,303.79849313506287,26.468317081094646,1.0025094287819523,598,43.63298010826111
153000,-35308.13980421098,304.33108750960787,27.058125901152273,0.9806568841731126,598,43.91703724861145
154000,-35127.26632828522,313.0486662036222,26.933571620620665,0.985191931153775,598,44.200913429260254
155000,-35160.879227118596,301.1824158396052,27.460270293401422,0.9662955664410908,598,44.48744869232178
156000,-35126.093274378734,301.0260965011596,27.216829698854035,0.9749385851102648,598,44.78048300743103
157000,-35304.26667391031,298.8935765112096,27.1004581326897,0.9791250505016548,598,45.06787872314453
158000,-35398.68388287055,300.8967816343821,27.087307681487772,0.9796003999290918,598,45.35486578941345
159000,-35095.14713131173,303.09608677006673,27.640996438334597,0.9599776005537712,598,45.644667625427246
160000,-35452.54311098679,304.23134362861356,27.089083939078158,0.9795361665777598,598,45.93378210067749
161000,-35632.271458858486,300.99893919748627,27.111914935237625,0.9787112972717514,598,46.217318058013916
162000,-35492.58365542406,308.0987524451397,27.01505982062304,0.9822201991768835,598,46.50342559814453
163000,-35174.84722536761,303.76693492407975,27.243882753183044,0.9739704754340713,598,46.801116943359375
164000,-35545.67143315125,293.84461862173555,27.314720908733925,0.9714445747568762,598,47.090577125549316
165000,-35506.93840380315,300.9458831950436,27.103017311375485,0.9790325974758101,598,47.37832236289978
166000,-35378.09407925267,299.07668520330776,26.806754187885602,0.9898526786125883,598,47.66747236251831
167000,-35743.97989269902,300.44534796469566,27.050806883820268,0.9809222161745883,598,47.95396447181702
168000,-35384.809784161596,303.9349049242223,27.013156809294532,0.9822893942057843,598,48.239534854888916
169000,-35605.99719888052,299.5577143135587,26.86952694197649,0.9875401786971664,598,48.53167724609375
170000,-35757.032578427265,293.39374658054004,26.76510857163928,0.991392856366157,598,48.818862199783325
171000,-35585.53121915097,304.5998643638752,26.98404122290196,0.9833492773968623,598,49.10400462150574
172000,-35053.013474344036,290.6696602807829,27.446057984777713,0.9667959403315634,598,49.39196705818176
173000,-34999.43145957276,304.3810453306789,27.144665849176267,0.9775304505578583,598,49.67574691772461
174000,-35293.670075703616,312.73954849942953,26.79036876931788,0.9904580883626035,598,49.96151566505432
175000,-35443.60480354007,296.096960950299,26.700637458222932,0.9937866644309628,598,50.25111722946167
176000,-35372.0546613599,290.2043803445817,26.8696469588019,0.9875357677185851,598,50.53431677818298
177000,-35465.04165145536,304.23047801406267,26.753249871251164,0.9918323031962485,598,50.822020530700684
178000,-35739.099686852875,299.27925334694777,27.29124307012652,0.9722802794143584,598,51.105759620666504
179000,-35377.60405885884,300.1206745374486,27.167219812162227,0.976718914237544,598,51.392887115478516
180000,-35565.24139827421,302.944434865466,26.990424869754335,0.9831167003051813,598,51.68299078941345
181000,-35280.63629284634,306.1407527932758,26.813761429223202,0.9895940003728338,598,51.97010517120361
182000,-35309.94418742,302.0172205346117,27.021332907951408,0.9819921736717719,599,52.25779581069946
183000,-35293.42851882786,307.0266723668327,26.748532270607484,0.9920072312507917,599,52.54290056228638
184000,-35623.926110090215,302.0970967142187,27.28949397556011,0.972342596808564,599,52.83074998855591
185000,-35738.08651498082,301.770953535542,27.13258184046479,0.977965812240345,599,53.11894607543945
186000,-35398.831376304,303.09153326408216,27.461487423190825,0.9662527389313802,599,53.40361499786377
187000,-35399.88917557284,302.3175188571171,27.048331985003312,0.981011969702964,599,53.68908882141113
188000,-35320.42595154566,298.2323574306799,26.731050726799296,0.9926559830730971,599,53.978397369384766
189000,-35506.0284670107,306.6095092897133,26.793862368101234,0.9903289444890951,599,54.26268720626831
190000,-35173.17610326463,300.3657479359183,26.57900132345036,0.9983346294646697,599,54.548577308654785
191000,-35548.24304583462,310.2231127025417,26.816708702766316,0.9894852396651701,599,54.835369348526
192000,-35636.497098382235,302.30529265263925,27.164678912269842,0.9768102734982993,599,55.122979164123535
193000,-35616.1834417596,314.22014231524884,26.742805612622732,0.9922196579577747,599,55.41092824935913
194000,-35509.50796526471,294.30277078232194,26.84309684380882,0.9885125249215738,599,55.70014500617981
195000,-35363.98036193771,303.1694606417874,26.7356841189879,0.9924839521477812,599,55.988847970962524
196000,-35454.429981175614,298.03079975491,26.990900395740603,0.9830993797441152,599,56.27877116203308
197000,-35257.23927737591,293.20272136360364,26.856225531524853,0.9880292897689702,599,56.5690393447876
198000,-35400.57816667227,302.887009334549,26.64206754934494,0.9959714045706713,599,56.85770297050476
199000,-35216.498601525724,306.40813382150304,26.994560821344916,0.9829660728099883,599,57.14522886276245
200000,-35370.166735676554,307.25876726184094,27.216772883129156,0.9749406203200472,599,57.43173885345459
201000,-35134.46043481714,310.1791358326562,27.012437582909865,0.982315548396702,598,57.760905265808105
202000,-35183.00817915114,306.0037301891297,26.73538703022507,0.992494980820347,598,58.04699158668518
203000,-35263.656739541846,299.0411232066614,27.04537753826921,0.981119135802084,598,58.334500789642334
204000,-35643.72314628251,292.78820280378795,26.67106461382457,0.994888573890443,598,58.61808633804321
205000,-35779.82182971031,291.9921891492474,26.580004779836045,0.9982969400335623,598,58.90328550338745
206000,-35421.801386440224,299.4889821726839,26.86173727277658,0.9878265567238572,598,59.19146490097046
207000,-35348.01644270477,293.600148336949,27.057110983855022,0.9806936687963864,598,59.48025441169739
208000,-35714.085968796906,307.79410874323094,27.031166549795223,0.9816349356919928,598,59.768049240112305
209000,-35453.476013798885,296.84286500082436,27.16349368144753,0.9768528948804113,598,60.05732083320618
210000,-35758.26570753723,295.3835758886659,27.582414717762695,0.9620164771396821,598,60.34478163719177
211000,-35468.185570381,301.7908749979983,26.902941649840237,0.9863136077517144,598,60.63254141807556
212000,-35350.75518501732,294.79379518882587,27.160735421413598,0.9769520974335519,598,60.92040491104126
213000,-35482.97253559373,306.90952516010276,27.18309922726365,0.9761483492351165,599,61.20191025733948
214000,-35567.23442384228,296.76106217954083,27.197200149195325,0.9756422459748253,599,61.48757076263428
215000,-35622.84849279962,311.8513748098222,27.285378004247402,0.9724892736929366,599,61.775933265686035
216000,-35524.48334349067,302.7953643899766,26.721436046250243,0.9930131521322687,599,62.0587477684021
217000,-35319.07734464277,290.31009900075964,26.995126983407026,0.9829454573078235,599,62.341201066970825
218000,-35411.53545343935,297.34610134794104,26.73621225608519,0.9924643469924747,599,62.6288948059082
219000,-35425.22541600983,300.96664819236736,27.176972888787347,0.976368396376311,599,62.91547226905823
220000,-35541.252541122165,298.17134957465356,27.30859663409188,0.9716624326517747,599,63.207664012908936
221000,-35032.61366437108,302.88303409820446,27.56108733746693,0.9627609068135745,599,63.49702525138855
222000,-35394.80164483473,297.7283946129421,26.75818904595453,0.9916492252976092,599,63.785298109054565
223000,-35255.41148274213,305.52730653718135,26.581514763599312,0.9982402309940748,599,64.07739424705505
224000,-35463.52797163225,297.5049842579834,26.722421342530307,0.9929765382284496,599,64.36829733848572
225000,-35127.42833152338,296.6601376116519,27.22138968908237,0.9747752683041756,599,64.66157078742981
226000,-35147.15033673483,298.1186662638505,27.122947709960947,0.9783131878414106,599,64.94704127311707
227000,-35158.303441058255,295.56457484707977,27.345664156708015,0.970345327351601,599,65.2395133972168
228000,-35557.32578951332,301.2674187455766,26.762675776672594,0.9914829764860996,599,65.52806162834167
229000,-35333.66036393931,291.5515636642648,27.03325799351566,0.9815589909345201,599,65.81677389144897
230000,-35236.81469624982,291.85514865796097,27.047400485579924,0.9810457552818997,599,66.09927320480347
231000,-35334.207172959876,298.51524200018554,26.987421305277483,0.9832261162573108,599,66.38847923278809
232000,-35472.6455421748,301.69092138394416,27.012202810747635,0.9823240860323366,599,66.67200994491577
233000,-35210.742126991834,297.2227161384055,27.29970589248471,0.9719788756073189,599,66.95618963241577
234000,-35377.99172089947,300.1966064043047,27.289875556044283,0.9723290010353584,599,67.24516153335571
235000,-35500.79519142346,296.70979173036204,26.88473096280823,0.9869816988124367,599,67.53074860572815
236000,-35419.4030147059,300.9486911385574,27.07996091511102,0.9798661645401787,599,67.81924939155579
237000,-35432.6987795444,307.29585186606414,27.417665534047416,0.9677971089419264,599,68.10152816772461
238000,-35410.0660778402,295.9644597260753,26.918163022091637,0.985755878512617,599,68.38764309883118
239000,-35253.60316872886,301.38269486578076,27.00265147840143,0.982671552051549,599,68.67311501502991
240000,-35266.16423719489,301.27579409163906,26.87375086067714,0.9873849607132655,599,68.95981359481812
241000,-35433.88879299164,306.3409611251856,27.344909995012053,0.9703720890881684,599,69.24767589569092
242000,-35026.161695750154,294.80720504933026,27.275793284056792,0.9728310066529882,599,69.53738832473755
243000,-35342.6884094302,309.09400577953676,27.43315986813056,0.9672504941223893,599,69.81937980651855
244000,-35070.73347560781,302.11055261014076,27.41795621568348,0.9677868484817814,599,70.10448336601257
245000,-35316.060028034975,308.8752327485356,26.980523723876104,0.983477478396988,599,70.38909578323364
246000,-35270.8496866302,301.0013415099301,27.25484808283855,0.9735786219441745,599,70.67495918273926
247000,-35511.53745207269,298.00376343775633,26.965835099690572,0.9840131907538167,599,70.96724128723145
248000,-35297.686749092325,303.92029135399366,26.581919653401716,0.998225026024112,599,71.25145530700684
249000,-35468.39466133543,302.6401187467538,26.921133463131294,0.9856471115574429,599,71.53477144241333
250000,-35294.3939669279,301.28829623302084,27.35164964086377,0.9701329823318771,599,71.82371878623962
251000,-35451.259161465445,302.0398789997589,26.99369625288528,0.9829975557701389,599,72.16343140602112
252000,-35463.21786745815,307.42402360965673,26.738681074040958,0.9923727114404619,599,72.45651745796204
253000,-35422.66447358625,302.7917931540939,26.708552641728897,0.9934921518858515,599,72.74388980865479
254000,-35596.04279614311,292.38312784851223,27.03620070248378,0.9814521548269936,599,73.03396534919739
255000,-35697.22115728402,294.9301391806745,26.48585521092174,1.0018455974510456,599,73.33146238327026
256000,-35991.33085105479,294.9490430548829,26.401681289845143,1.005039684650455,599,73.62231349945068
257000,-35550.40806655402,299.3030038559624,26.991228431202487,0.9830874317344154,598,73.91591238975525
258000,-35321.11119009724,308.5327674355608,26.675212432681597,0.9947338753065859,598,74.20329976081848
259000,-35291.74793400838,304.75865615877944,26.834948049872153,0.9888127000832484,598,74.49387788772583
260000,-35464.041254805576,314.84939070042867,26.794937940998935,0.990289191794954,598,74.78273367881775
261000,-35339.09670786472,296.51714064002215,27.154725741804516,0.9771683091218902,598,75.06994104385376
262000,-35408.474669700554,305.29378041746435,27.137653285623443,0.9777830514123687,598,75.36288285255432
263000,-35625.1704678444,303.8161857357656,26.74141851996525,0.9922711249583428,598,75.65017533302307
264000,-35635.95134740133,294.3322410850218,27.10827817979255,0.9788425978883343,598,75.93812918663025
265000,-35132.84606478339,293.6850941073667,27.05894740154949,0.9806271117651942,598,76.23233437538147
266000,-35313.200107177436,306.19056393963723,26.743643750049948,0.9921885621041532,598,76.52619791030884
267000,-35144.50759813166,301.02367106989215,27.469748839354,0.9659621423175632,598,76.82795977592468
268000,-35548.567777626085,298.67202010709775,26.552960767024082,0.9993136987849984,598,77.12224984169006
269000,-35490.156992345896,308.03430116757704,26.742599141704726,0.9922273185633333,598,77.41726398468018
270000,-35471.39330213152,299.02054336582773,27.021515341456826,0.9819855438335755,598,77.70591807365417
271000,-35391.895995863895,301.0479246072165,27.544631801470963,0.9633360732152083,598,77.99423170089722
272000,-35303.92246325053,293.7138684513943,26.833825613166997,0.9888540612996882,598,78.28705978393555
273000,-35304.1949409914,301.45580939680207,26.890376344956323,0.9867744912675703,598,78.57865858078003
274000,-35643.156709904055,296.4777719822192,26.730532350512128,0.9926752333190777,598,78.86746072769165
275000,-35648.87119414887,295.05925149761447,26.514545915666893,1.0007615262273437,598,79.15709781646729
276000,-35528.32352428217,295.61810659647256,26.647447343766576,0.9957703300986104,598,79.44805550575256
277000,-35468.65846764942,293.715614513441,26.769422038989035,0.9912331091474654,598,79.73963570594788
278000,-35627.635306414755,307.39932826763715,26.883161958921594,0.9870393028295475,598,80.02728962898254
279000,-35332.778066176266,295.8849083846668,26.94318969885809,0.9848402410540271,598,80.32227563858032
280000,-35373.703945061294,306.04921815330795,27.103298446065647,0.9790224422533194,598,80.61640429496765
281000,-35221.13625061674,304.1214167530153,27.321896151197052,0.9711894551881319,598,80.91430330276489
282000,-35473.73066600251,303.95448535026765,27.400198155697336,0.9684140708402288,598,81.20576596260071
283000,-35475.50881315711,302.52974311357343,27.11380904071022,0.9786429268549842,598,81.49668216705322
284000,-35237.316783284805,302.6653065869597,27.135272771478554,0.9778688300372648,598,81.78697991371155
285000,-35607.607199643884,292.3183746480054,27.15144017083559,0.9772865553662148,598,82.0709297657013
286000,-35363.99329565972,300.1768537597549,27.208531618108893,0.975235922695929,598,82.36141180992126
287000,-35416.71154438697,293.4573873124046,26.78215125831769,0.9907619885294663,598,82.64692711830139
288000,-35348.88308766115,297.3746358932361,26.924439947283723,0.9855260681277326,598,82.93885588645935
289000,-35372.14442097197,291.9430571441218,26.73167948646465,0.992632634669416,598,83.22736859321594
290000,-35270.11380423304,293.9038050327717,27.231956646703118,0.9743970211923886,598,83.51488947868347
291000,-35662.68162385544,311.48730756338637,26.56056324364142,0.9990276634717142,598,83.80511236190796
292000,-35680.883947790586,305.9386048080213,26.91923435768566,0.9857166472571646,598,84.09295010566711
293000,-35288.60686929385,296.7739062116272,27.26777689057851,0.9731170070911059,598,84.3859715461731
294000,-35434.74040406578,309.05028474804425,27.029453537184544,0.9816971475684414,598,84.67628216743469
295000,-35756.44608985342,289.3032269405589,26.79479454406985,0.9902944914970576,598,84.96915578842163
